NOM_ENT,NOM_MUN,BP1_1
CIUDAD DE MEXICO,GUSTAVO A. MADERO,2
CIUDAD DE MEXICO,GUSTAVO A. MADERO,1
CIUDAD DE MEXICO,GUSTAVO A. MADERO,1
CIUDAD DE MEXICO,GUSTAVO A. MADERO,1
CIUDAD DE MEXICO,GUSTAVO A. MADERO,2
CIUDAD DE MEXICO,GUSTAVO A. MADERO,1
CIUDAD DE MEXICO,GUSTAVO A. MADERO,1
CIUDAD DE MEXICO,GUSTAVO A. MADERO,1
CIUDAD DE MEXICO,GUSTAVO A. MADERO,2
CIUDAD DE MEXICO,GUSTAVO A. MADERO,1
CIUDAD DE MEXICO,GUSTAVO A. MADERO,2
CIUDAD DE MEXICO,GUSTAVO A. MADERO,2
CIUDAD DE MEXICO,GUSTAVO A. MADERO,2
CIUDAD DE MEXICO,GUSTAVO A. MADERO,1
CIUDAD DE MEXICO,GUSTAVO A. MADERO,2
CIUDAD DE MEXICO,GUSTAVO A. MADERO,2
CIUDAD DE MEXICO,GUSTAVO A. MADERO,1
CIUDAD DE MEXICO,GUSTAVO A. MADERO,2
CIUDAD DE MEXICO,GUSTAVO A. MADERO,1
CIUDAD DE MEXICO,GUSTAVO A. MADERO,1
CIUDAD DE MEXICO,GUSTAVO A. MADERO,2
CIUDAD DE MEXICO,GUSTAVO A. MADERO,1
CIUDAD DE MEXICO,GUSTAVO A. MADERO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,1
CIUDAD DE MEXICO,IZTACALCO,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,1
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,IZTAPALAPA,2
CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,2
CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,2
CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,1
CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,2
CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,1
CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,2
CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,2
CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,2
CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,2
CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,1
CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,1
CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,1
